Question,Category,SubCategory
falling fell slowing slowed,Syntatic,: gram7-past-tense
falling fell spending spent,Syntatic,: gram7-past-tense
falling fell striking struck,Syntatic,: gram7-past-tense
falling fell swimming swam,Syntatic,: gram7-past-tense
falling fell taking took,Syntatic,: gram7-past-tense
falling fell thinking thought,Syntatic,: gram7-past-tense
falling fell vanishing vanished,Syntatic,: gram7-past-tense
falling fell walking walked,Syntatic,: gram7-past-tense
falling fell writing wrote,Syntatic,: gram7-past-tense
falling fell dancing danced,Syntatic,: gram7-past-tense
falling fell decreasing decreased,Syntatic,: gram7-past-tense
falling fell describing described,Syntatic,: gram7-past-tense
falling fell enhancing enhanced,Syntatic,: gram7-past-tense
feeding fed flying flew,Syntatic,: gram7-past-tense
feeding fed generating generated,Syntatic,: gram7-past-tense
feeding fed going went,Syntatic,: gram7-past-tense
feeding fed hiding hid,Syntatic,: gram7-past-tense
feeding fed hitting hit,Syntatic,: gram7-past-tense
feeding fed implementing implemented,Syntatic,: gram7-past-tense
feeding fed increasing increased,Syntatic,: gram7-past-tense
feeding fed jumping jumped,Syntatic,: gram7-past-tense
feeding fed knowing knew,Syntatic,: gram7-past-tense
feeding fed listening listened,Syntatic,: gram7-past-tense
feeding fed looking looked,Syntatic,: gram7-past-tense
feeding fed moving moved,Syntatic,: gram7-past-tense
feeding fed paying paid,Syntatic,: gram7-past-tense
feeding fed playing played,Syntatic,: gram7-past-tense
feeding fed predicting predicted,Syntatic,: gram7-past-tense
feeding fed reading read,Syntatic,: gram7-past-tense
feeding fed running ran,Syntatic,: gram7-past-tense
feeding fed saying said,Syntatic,: gram7-past-tense
feeding fed screaming screamed,Syntatic,: gram7-past-tense
feeding fed seeing saw,Syntatic,: gram7-past-tense
feeding fed selling sold,Syntatic,: gram7-past-tense
feeding fed shrinking shrank,Syntatic,: gram7-past-tense
feeding fed singing sang,Syntatic,: gram7-past-tense
feeding fed sitting sat,Syntatic,: gram7-past-tense
feeding fed sleeping slept,Syntatic,: gram7-past-tense
feeding fed slowing slowed,Syntatic,: gram7-past-tense
feeding fed spending spent,Syntatic,: gram7-past-tense
feeding fed striking struck,Syntatic,: gram7-past-tense
feeding fed swimming swam,Syntatic,: gram7-past-tense
feeding fed taking took,Syntatic,: gram7-past-tense
feeding fed thinking thought,Syntatic,: gram7-past-tense
feeding fed vanishing vanished,Syntatic,: gram7-past-tense
feeding fed walking walked,Syntatic,: gram7-past-tense
feeding fed writing wrote,Syntatic,: gram7-past-tense
feeding fed dancing danced,Syntatic,: gram7-past-tense
feeding fed decreasing decreased,Syntatic,: gram7-past-tense
feeding fed describing described,Syntatic,: gram7-past-tense
feeding fed enhancing enhanced,Syntatic,: gram7-past-tense
feeding fed falling fell,Syntatic,: gram7-past-tense
flying flew generating generated,Syntatic,: gram7-past-tense
flying flew going went,Syntatic,: gram7-past-tense
flying flew hiding hid,Syntatic,: gram7-past-tense
flying flew hitting hit,Syntatic,: gram7-past-tense
flying flew implementing implemented,Syntatic,: gram7-past-tense
flying flew increasing increased,Syntatic,: gram7-past-tense
flying flew jumping jumped,Syntatic,: gram7-past-tense
flying flew knowing knew,Syntatic,: gram7-past-tense
flying flew listening listened,Syntatic,: gram7-past-tense
flying flew looking looked,Syntatic,: gram7-past-tense
flying flew moving moved,Syntatic,: gram7-past-tense
flying flew paying paid,Syntatic,: gram7-past-tense
flying flew playing played,Syntatic,: gram7-past-tense
flying flew predicting predicted,Syntatic,: gram7-past-tense
flying flew reading read,Syntatic,: gram7-past-tense
flying flew running ran,Syntatic,: gram7-past-tense
flying flew saying said,Syntatic,: gram7-past-tense
flying flew screaming screamed,Syntatic,: gram7-past-tense
flying flew seeing saw,Syntatic,: gram7-past-tense
flying flew selling sold,Syntatic,: gram7-past-tense
flying flew shrinking shrank,Syntatic,: gram7-past-tense
flying flew singing sang,Syntatic,: gram7-past-tense
flying flew sitting sat,Syntatic,: gram7-past-tense
flying flew sleeping slept,Syntatic,: gram7-past-tense
flying flew slowing slowed,Syntatic,: gram7-past-tense
flying flew spending spent,Syntatic,: gram7-past-tense
flying flew striking struck,Syntatic,: gram7-past-tense
flying flew swimming swam,Syntatic,: gram7-past-tense
flying flew taking took,Syntatic,: gram7-past-tense
flying flew thinking thought,Syntatic,: gram7-past-tense
flying flew vanishing vanished,Syntatic,: gram7-past-tense
flying flew walking walked,Syntatic,: gram7-past-tense
flying flew writing wrote,Syntatic,: gram7-past-tense
flying flew dancing danced,Syntatic,: gram7-past-tense
flying flew decreasing decreased,Syntatic,: gram7-past-tense
flying flew describing described,Syntatic,: gram7-past-tense
flying flew enhancing enhanced,Syntatic,: gram7-past-tense
flying flew falling fell,Syntatic,: gram7-past-tense
flying flew feeding fed,Syntatic,: gram7-past-tense
generating generated going went,Syntatic,: gram7-past-tense
generating generated hiding hid,Syntatic,: gram7-past-tense
generating generated hitting hit,Syntatic,: gram7-past-tense
generating generated implementing implemented,Syntatic,: gram7-past-tense
generating generated increasing increased,Syntatic,: gram7-past-tense
generating generated jumping jumped,Syntatic,: gram7-past-tense
generating generated knowing knew,Syntatic,: gram7-past-tense
generating generated listening listened,Syntatic,: gram7-past-tense
generating generated looking looked,Syntatic,: gram7-past-tense
generating generated moving moved,Syntatic,: gram7-past-tense
generating generated paying paid,Syntatic,: gram7-past-tense
generating generated playing played,Syntatic,: gram7-past-tense
generating generated predicting predicted,Syntatic,: gram7-past-tense
generating generated reading read,Syntatic,: gram7-past-tense
generating generated running ran,Syntatic,: gram7-past-tense
generating generated saying said,Syntatic,: gram7-past-tense
generating generated screaming screamed,Syntatic,: gram7-past-tense
generating generated seeing saw,Syntatic,: gram7-past-tense
generating generated selling sold,Syntatic,: gram7-past-tense
generating generated shrinking shrank,Syntatic,: gram7-past-tense
generating generated singing sang,Syntatic,: gram7-past-tense
generating generated sitting sat,Syntatic,: gram7-past-tense
generating generated sleeping slept,Syntatic,: gram7-past-tense
generating generated slowing slowed,Syntatic,: gram7-past-tense
generating generated spending spent,Syntatic,: gram7-past-tense
generating generated striking struck,Syntatic,: gram7-past-tense
generating generated swimming swam,Syntatic,: gram7-past-tense
generating generated taking took,Syntatic,: gram7-past-tense
generating generated thinking thought,Syntatic,: gram7-past-tense
generating generated vanishing vanished,Syntatic,: gram7-past-tense
generating generated walking walked,Syntatic,: gram7-past-tense
generating generated writing wrote,Syntatic,: gram7-past-tense
generating generated dancing danced,Syntatic,: gram7-past-tense
generating generated decreasing decreased,Syntatic,: gram7-past-tense
generating generated describing described,Syntatic,: gram7-past-tense
generating generated enhancing enhanced,Syntatic,: gram7-past-tense
generating generated falling fell,Syntatic,: gram7-past-tense
generating generated feeding fed,Syntatic,: gram7-past-tense
generating generated flying flew,Syntatic,: gram7-past-tense
going went hiding hid,Syntatic,: gram7-past-tense
going went hitting hit,Syntatic,: gram7-past-tense
going went implementing implemented,Syntatic,: gram7-past-tense
going went increasing increased,Syntatic,: gram7-past-tense
going went jumping jumped,Syntatic,: gram7-past-tense
going went knowing knew,Syntatic,: gram7-past-tense
going went listening listened,Syntatic,: gram7-past-tense
going went looking looked,Syntatic,: gram7-past-tense
going went moving moved,Syntatic,: gram7-past-tense
going went paying paid,Syntatic,: gram7-past-tense
going went playing played,Syntatic,: gram7-past-tense
going went predicting predicted,Syntatic,: gram7-past-tense
going went reading read,Syntatic,: gram7-past-tense
going went running ran,Syntatic,: gram7-past-tense
going went saying said,Syntatic,: gram7-past-tense
going went screaming screamed,Syntatic,: gram7-past-tense
going went seeing saw,Syntatic,: gram7-past-tense
going went selling sold,Syntatic,: gram7-past-tense
going went shrinking shrank,Syntatic,: gram7-past-tense
going went singing sang,Syntatic,: gram7-past-tense
going went sitting sat,Syntatic,: gram7-past-tense
going went sleeping slept,Syntatic,: gram7-past-tense
going went slowing slowed,Syntatic,: gram7-past-tense
going went spending spent,Syntatic,: gram7-past-tense
going went striking struck,Syntatic,: gram7-past-tense
going went swimming swam,Syntatic,: gram7-past-tense
going went taking took,Syntatic,: gram7-past-tense
going went thinking thought,Syntatic,: gram7-past-tense
going went vanishing vanished,Syntatic,: gram7-past-tense
going went walking walked,Syntatic,: gram7-past-tense
going went writing wrote,Syntatic,: gram7-past-tense
going went dancing danced,Syntatic,: gram7-past-tense
going went decreasing decreased,Syntatic,: gram7-past-tense
going went describing described,Syntatic,: gram7-past-tense
going went enhancing enhanced,Syntatic,: gram7-past-tense
going went falling fell,Syntatic,: gram7-past-tense
going went feeding fed,Syntatic,: gram7-past-tense
going went flying flew,Syntatic,: gram7-past-tense
going went generating generated,Syntatic,: gram7-past-tense
hiding hid hitting hit,Syntatic,: gram7-past-tense
hiding hid implementing implemented,Syntatic,: gram7-past-tense
hiding hid increasing increased,Syntatic,: gram7-past-tense
hiding hid jumping jumped,Syntatic,: gram7-past-tense
hiding hid knowing knew,Syntatic,: gram7-past-tense
hiding hid listening listened,Syntatic,: gram7-past-tense
hiding hid looking looked,Syntatic,: gram7-past-tense
hiding hid moving moved,Syntatic,: gram7-past-tense
hiding hid paying paid,Syntatic,: gram7-past-tense
hiding hid playing played,Syntatic,: gram7-past-tense
hiding hid predicting predicted,Syntatic,: gram7-past-tense
hiding hid reading read,Syntatic,: gram7-past-tense
hiding hid running ran,Syntatic,: gram7-past-tense
hiding hid saying said,Syntatic,: gram7-past-tense
hiding hid screaming screamed,Syntatic,: gram7-past-tense
hiding hid seeing saw,Syntatic,: gram7-past-tense
hiding hid selling sold,Syntatic,: gram7-past-tense
hiding hid shrinking shrank,Syntatic,: gram7-past-tense
hiding hid singing sang,Syntatic,: gram7-past-tense
hiding hid sitting sat,Syntatic,: gram7-past-tense
hiding hid sleeping slept,Syntatic,: gram7-past-tense
hiding hid slowing slowed,Syntatic,: gram7-past-tense
hiding hid spending spent,Syntatic,: gram7-past-tense
hiding hid striking struck,Syntatic,: gram7-past-tense
hiding hid swimming swam,Syntatic,: gram7-past-tense
hiding hid taking took,Syntatic,: gram7-past-tense
hiding hid thinking thought,Syntatic,: gram7-past-tense
hiding hid vanishing vanished,Syntatic,: gram7-past-tense
hiding hid walking walked,Syntatic,: gram7-past-tense
hiding hid writing wrote,Syntatic,: gram7-past-tense
hiding hid dancing danced,Syntatic,: gram7-past-tense
hiding hid decreasing decreased,Syntatic,: gram7-past-tense
hiding hid describing described,Syntatic,: gram7-past-tense
hiding hid enhancing enhanced,Syntatic,: gram7-past-tense
hiding hid falling fell,Syntatic,: gram7-past-tense
hiding hid feeding fed,Syntatic,: gram7-past-tense
hiding hid flying flew,Syntatic,: gram7-past-tense
hiding hid generating generated,Syntatic,: gram7-past-tense
hiding hid going went,Syntatic,: gram7-past-tense
hitting hit implementing implemented,Syntatic,: gram7-past-tense
hitting hit increasing increased,Syntatic,: gram7-past-tense
hitting hit jumping jumped,Syntatic,: gram7-past-tense
hitting hit knowing knew,Syntatic,: gram7-past-tense
hitting hit listening listened,Syntatic,: gram7-past-tense
hitting hit looking looked,Syntatic,: gram7-past-tense
hitting hit moving moved,Syntatic,: gram7-past-tense
hitting hit paying paid,Syntatic,: gram7-past-tense
hitting hit playing played,Syntatic,: gram7-past-tense
hitting hit predicting predicted,Syntatic,: gram7-past-tense
hitting hit reading read,Syntatic,: gram7-past-tense
hitting hit running ran,Syntatic,: gram7-past-tense
hitting hit saying said,Syntatic,: gram7-past-tense
hitting hit screaming screamed,Syntatic,: gram7-past-tense
hitting hit seeing saw,Syntatic,: gram7-past-tense
hitting hit selling sold,Syntatic,: gram7-past-tense
hitting hit shrinking shrank,Syntatic,: gram7-past-tense
hitting hit singing sang,Syntatic,: gram7-past-tense
hitting hit sitting sat,Syntatic,: gram7-past-tense
hitting hit sleeping slept,Syntatic,: gram7-past-tense
hitting hit slowing slowed,Syntatic,: gram7-past-tense
hitting hit spending spent,Syntatic,: gram7-past-tense
hitting hit striking struck,Syntatic,: gram7-past-tense
hitting hit swimming swam,Syntatic,: gram7-past-tense
hitting hit taking took,Syntatic,: gram7-past-tense
hitting hit thinking thought,Syntatic,: gram7-past-tense
hitting hit vanishing vanished,Syntatic,: gram7-past-tense
hitting hit walking walked,Syntatic,: gram7-past-tense
hitting hit writing wrote,Syntatic,: gram7-past-tense
hitting hit dancing danced,Syntatic,: gram7-past-tense
hitting hit decreasing decreased,Syntatic,: gram7-past-tense
hitting hit describing described,Syntatic,: gram7-past-tense
hitting hit enhancing enhanced,Syntatic,: gram7-past-tense
hitting hit falling fell,Syntatic,: gram7-past-tense
hitting hit feeding fed,Syntatic,: gram7-past-tense
hitting hit flying flew,Syntatic,: gram7-past-tense
hitting hit generating generated,Syntatic,: gram7-past-tense
hitting hit going went,Syntatic,: gram7-past-tense
hitting hit hiding hid,Syntatic,: gram7-past-tense
implementing implemented increasing increased,Syntatic,: gram7-past-tense
implementing implemented jumping jumped,Syntatic,: gram7-past-tense
implementing implemented knowing knew,Syntatic,: gram7-past-tense
implementing implemented listening listened,Syntatic,: gram7-past-tense
implementing implemented looking looked,Syntatic,: gram7-past-tense
implementing implemented moving moved,Syntatic,: gram7-past-tense
implementing implemented paying paid,Syntatic,: gram7-past-tense
implementing implemented playing played,Syntatic,: gram7-past-tense
implementing implemented predicting predicted,Syntatic,: gram7-past-tense
implementing implemented reading read,Syntatic,: gram7-past-tense
implementing implemented running ran,Syntatic,: gram7-past-tense
implementing implemented saying said,Syntatic,: gram7-past-tense
implementing implemented screaming screamed,Syntatic,: gram7-past-tense
implementing implemented seeing saw,Syntatic,: gram7-past-tense
implementing implemented selling sold,Syntatic,: gram7-past-tense
implementing implemented shrinking shrank,Syntatic,: gram7-past-tense
implementing implemented singing sang,Syntatic,: gram7-past-tense
implementing implemented sitting sat,Syntatic,: gram7-past-tense
implementing implemented sleeping slept,Syntatic,: gram7-past-tense
implementing implemented slowing slowed,Syntatic,: gram7-past-tense
implementing implemented spending spent,Syntatic,: gram7-past-tense
implementing implemented striking struck,Syntatic,: gram7-past-tense
implementing implemented swimming swam,Syntatic,: gram7-past-tense
implementing implemented taking took,Syntatic,: gram7-past-tense
implementing implemented thinking thought,Syntatic,: gram7-past-tense
implementing implemented vanishing vanished,Syntatic,: gram7-past-tense
implementing implemented walking walked,Syntatic,: gram7-past-tense
implementing implemented writing wrote,Syntatic,: gram7-past-tense
